"election_type","election_date","results_status","province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","ballot_position","candidate_code","candidate_name_eng","candidate_name_dari","party_name_dari","candidate_gender","first_round_winner","run_off_winner","past_winners","male_ps_valid_votes","fem_ps_valid_votes","male_ps_invalid_votes","fem_ps_invalid_votes","votes","total_invalid_votes"
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","24","DAIKUNDI","دایکندی","2407","MIRAMOR","ميرامور","2407","MIRAMOR","ميرامور","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3891,2393,8,0,6284,8
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","24","DAIKUNDI","دایکندی","2408","SANG-E-TAKHT","سنگ تخت","2408","SANG-E-TAKHT","سنگ تخت","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8883,7594,0,0,16477,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","24","DAIKUNDI","دایکندی","2408","SANG-E-TAKHT","سنگ تخت","2408","SANG-E-TAKHT","سنگ تخت","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2886,1913,0,0,4799,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","24","DAIKUNDI","دایکندی","2409","KAJRAN","كجران","2409","KAJRAN","كجران","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4347,3412,0,282,7759,282
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","24","DAIKUNDI","دایکندی","2409","KAJRAN","كجران","2409","KAJRAN","كجران","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1184,1134,0,37,2318,37
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2501","TIRINKOT","ترينكوت","2501","TIRINKOT","ترينكوت","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2051,242,130,0,2293,130
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2501","TIRINKOT","ترينكوت","2501","TIRINKOT","ترينكوت","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3457,366,233,0,3823,233
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2502","DEHRAWUD","دهراود","2502","DEHRAWUD","دهراود","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",401,3,107,1,404,108
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2502","DEHRAWUD","دهراود","2502","DEHRAWUD","دهراود","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2203,9,104,4,2212,108
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2503","CHORA","چوره","2503","CHORA","چوره","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1463,0,0,0,1463,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2503","CHORA","چوره","2503","CHORA","چوره","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1017,0,0,0,1017,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2504","SHAHID-E-HASSAS","شهید حساس","2504","SHAHID-E-HASSAS","شهید حساس","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",206,0,0,0,206,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2504","SHAHID-E-HASSAS","شهید حساس","2504","SHAHID-E-HASSAS","شهید حساس","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1256,0,0,0,1256,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2505","KHASURUZGAN","خاص ارزكان","2505","KHASURUZGAN","خاص ارزكان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",996,199,0,0,1195,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2505","KHASURUZGAN","خاص ارزكان","2505","KHASURUZGAN","خاص ارزكان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3363,704,0,0,4067,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2506","CHENARTO","جنارتو","2506","CHENARTO","جنارتو","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",700,10,0,0,710,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","25","UROZGAN","ارزگان","2506","CHENARTO","جنارتو","2506","CHENARTO","جنارتو","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",542,5,0,0,547,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2601","QALAT","قلات","2601","QALAT","قلات","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1696,155,72,151,1851,223
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2601","QALAT","قلات","2601","QALAT","قلات","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5802,1257,1999,2480,7059,4479
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2602","TARNAK WA JALDAK","ترنک و جلدک","2602","TARNAK WA JALDAK","ترنک و جلدک","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",351,11,0,36,362,36
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2602","TARNAK WA JALDAK","ترنک و جلدک","2602","TARNAK WA JALDAK","ترنک و جلدک","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",464,18,0,485,482,485
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2603","SHINKAY","شینکې","2603","SHINKAY","شینکې","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",91,20,149,23,111,172
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2603","SHINKAY","شینکې","2603","SHINKAY","شینکې","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1098,578,2508,853,1676,3361
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2604","MIZAN","ميزان","2604","MIZAN","ميزان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",62,0,61,70,62,131
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2604","MIZAN","ميزان","2604","MIZAN","ميزان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",107,0,1037,1509,107,2546
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2605","ARGHANDAB","ارغنداب","2605","ARGHANDAB","ارغنداب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",77,0,32,25,77,57
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2605","ARGHANDAB","ارغنداب","2605","ARGHANDAB","ارغنداب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",281,0,2309,1734,281,4043
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2606","SHAHJOY","شاه جوى","2606","SHAHJOY","شاه جوى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",534,2,40,30,536,70
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2606","SHAHJOY","شاه جوى","2606","SHAHJOY","شاه جوى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4242,3,145,540,4245,685
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2607","DAYCHOPAN","دایچوپان","2607","DAYCHOPAN","دایچوپان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",30,0,11,0,30,11
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2607","DAYCHOPAN","دایچوپان","2607","DAYCHOPAN","دایچوپان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1692,0,1009,0,1692,1009
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2608","ATGHAR","اتفر","2608","ATGHAR","اتفر","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",23,0,6,0,23,6
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2608","ATGHAR","اتفر","2608","ATGHAR","اتفر","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",29,0,570,1110,29,1680
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2609","NAWBAHAR","نوبهار","2609","NAWBAHAR","نوبهار","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",29,0,22,16,29,38
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2609","NAWBAHAR","نوبهار","2609","NAWBAHAR","نوبهار","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",78,0,523,320,78,843
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2610","SHOMULZAY","شملزائی","2610","SHOMULZAY","شملزائی","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",467,0,0,0,467,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","26","ZABUL","زابل","2610","SHOMULZAY","شملزائی","2610","SHOMULZAY","شملزائی","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1003,0,0,0,1003,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2701","KANDAHAR","كند هار","2701","KANDAHAR","كند هار","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",10999,3548,431,25,14547,456
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2701","KANDAHAR","كند هار","2701","KANDAHAR","كند هار","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",26585,3808,405,33,30393,438
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2702","ARGHANDAB","ارغنداب","2702","ARGHANDAB","ارغنداب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1720,141,37,13,1861,50
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2702","ARGHANDAB","ارغنداب","2702","ARGHANDAB","ارغنداب","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1816,167,220,251,1983,471
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2703","DAMAN","دامان","2703","DAMAN","دامان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1217,694,282,127,1911,409
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2703","DAMAN","دامان","2703","DAMAN","دامان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7979,3169,3077,2209,11148,5286
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2704","PANJWAYI","پنجوایې","2704","PANJWAYI","پنجوایې","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2560,220,254,109,2780,363
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2704","PANJWAYI","پنجوایې","2704","PANJWAYI","پنجوایې","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",8830,1356,1655,817,10186,2472
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2705","ZHERAY","ژیړی","2705","ZHERAY","ژیړی","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1401,386,0,121,1787,121
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2705","ZHERAY","ژیړی","2705","ZHERAY","ژیړی","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",8666,2496,0,332,11162,332
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2706","SHAHWALIKOT","شاه ولى كوت","2706","SHAHWALIKOT","شاه ولى كوت","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",643,259,11,37,902,48
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2706","SHAHWALIKOT","شاه ولى كوت","2706","SHAHWALIKOT","شاه ولى كوت","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6116,2969,589,563,9085,1152
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2707","KHAKREZ","خاكدريز","2707","KHAKREZ","خاكدريز","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",228,0,0,0,228,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2707","KHAKREZ","خاكدريز","2707","KHAKREZ","خاكدريز","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",223,0,0,0,223,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2708","ARGHESTAN","ارغستان","2708","ARGHESTAN","ارغستان","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2686,921,50,14,3607,64
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2708","ARGHESTAN","ارغستان","2708","ARGHESTAN","ارغستان","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6488,2787,1066,530,9275,1596
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2709","GHORAK","غورك","2709","GHORAK","غورك","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",254,0,0,0,254,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2709","GHORAK","غورك","2709","GHORAK","غورك","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4654,0,0,0,4654,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2710","MAYWAND","ميوند","2710","MAYWAND","ميوند","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",409,8,0,0,417,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2710","MAYWAND","ميوند","2710","MAYWAND","ميوند","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2919,53,0,0,2972,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2711","SPINBOLDAK","سپین بولدک","2711","SPINBOLDAK","سپین بولدک","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",4722,960,197,364,5682,561
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2711","SPINBOLDAK","سپین بولدک","2711","SPINBOLDAK","سپین بولدک","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",44667,8925,1997,1371,53592,3368
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2712","NESH","نيش","2712","NESH","نيش","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1253,0,0,0,1253,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2712","NESH","نيش","2712","NESH","نيش","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",8415,0,0,0,8415,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2713","MIYANSHIN","ميانشين","2713","MIYANSHIN","ميانشين","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",420,520,0,0,940,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2713","MIYANSHIN","ميانشين","2713","MIYANSHIN","ميانشين","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1352,483,0,0,1835,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2714","SHORABAK","شورابك","2714","SHORABAK","شورابك","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1059,191,25,0,1250,25
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2714","SHORABAK","شورابك","2714","SHORABAK","شورابك","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7226,1603,547,0,8829,547
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2715","MARUF","معروف","2715","MARUF","معروف","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2221,1203,150,0,3424,150
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2715","MARUF","معروف","2715","MARUF","معروف","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10392,6143,450,0,16535,450
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2716","REG","ريى","2716","REG","ريى","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",691,338,0,0,1029,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2716","REG","ريى","2716","REG","ريى","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5852,2735,0,0,8587,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2717","DAND","وند","2717","DAND","وند","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1626,111,0,5,1737,5
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2717","DAND","وند","2717","DAND","وند","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7769,2624,0,20,10393,20
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2718","TAKHTA PUL","تخته يل","2718","TAKHTA PUL","تخته يل","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1582,715,110,20,2297,130
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","27","KANDAHAR","کندهار","2718","TAKHTA PUL","تخته يل","2718","TAKHTA PUL","تخته يل","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",16360,8337,907,606,24697,1513
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2801","SHIBERGHAN","شبرغان","2801","SHIBERGHAN","شبرغان","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5119,3361,11,85,8480,96
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2801","SHIBERGHAN","شبرغان","2801","SHIBERGHAN","شبرغان","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",28721,26395,338,933,55116,1271
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2802","KHWAJADUKOH","خواجه دوكوه","2802","KHWAJADUKOH","خواجه دوكوه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",548,213,0,0,761,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2802","KHWAJADUKOH","خواجه دوكوه","2802","KHWAJADUKOH","خواجه دوكوه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",3919,3900,0,0,7819,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2803","KHANAQA","خانقاه","2803","KHANAQA","خانقاه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",819,332,0,0,1151,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2803","KHANAQA","خانقاه","2803","KHANAQA","خانقاه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1240,860,0,0,2100,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2804","MINGAJIK","منكجيكت","2804","MINGAJIK","منكجيكت","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1662,292,0,0,1954,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2804","MINGAJIK","منكجيكت","2804","MINGAJIK","منكجيكت","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1766,696,0,0,2462,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2805","QUSHTEPA","قوش تیپه","2805","QUSHTEPA","قوش تیپه","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",476,155,0,0,631,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2805","QUSHTEPA","قوش تیپه","2805","QUSHTEPA","قوش تیپه","NO",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5149,1986,0,0,7135,0
"PRESIDENTIAL RUNOFF","2014-06-14","FINAL","28","JOWZJAN","جوزجان","2806","KHAMYAB","خم آب","2806","KHAMYAB","خم آب","NO",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",846,194,0,0,1040,0
